project_id,master_project_en,area_name_en,developer,project_status,project_type_en,percent_completed,no_of_units,no_of_buildings,no_of_villas,no_of_lands,total_assets,project_start_date,project_end_date,start_year,end_year,planned_duration_days,is_ready,is_offplan,is_delivered,is_overdue,is_zombie,months_overdue,progress_band,cohort_median_completion,vs_cohort_pts
403160353,,Um Suqaim Third,Jumeirah Hills Development,Finished,Standard,100.0,276,3,0,0,279,2022-05-18,2024-09-15,2022.0,2024.0,851.0,True,False,True,False,False,,>70% built,100.0,0.0
11393583,Dubai Sports City,Al Hebiah Fourth,Dubai Sports City,Finished,Standard,100.0,468,1,0,0,469,2014-03-01,2016-10-16,2014.0,2016.0,960.0,True,False,True,False,False,,>70% built,100.0,0.0
768146995,Palm Deira,Palm Deira,Nakheel,Not Started,Standard,0.0,120,1,0,0,121,2025-06-01,2025-12-31,2025.0,2025.0,213.0,False,True,False,True,True,7.1,<30% built,0.0,0.0
519537626,SOBHA HARTLAND,Al Merkadh,Sobha,Active,Standard,43.0,1354,2,0,0,1356,2023-03-14,,2023.0,,,False,True,False,False,False,,30-70% built,48.0,-5.0
743256550,International Media Production Zone,Me'Aisem First,DHAM (Dubai Holding Asset Management),Not Started,Standard,0.0,176,1,0,0,177,2025-05-31,2026-12-31,2025.0,2026.0,579.0,False,True,False,False,False,,<30% built,0.0,0.0
584301540,Discovery Gardens,Jabal Ali First,Nakheel,Active,Standard,16.0,159,1,0,0,160,2024-05-28,,2024.0,,,False,True,False,False,False,,<30% built,8.0,8.0
43965954,SOBHA HARTLAND,Al Merkadh,Sobha,Finished,Standard,100.0,0,0,27,1,28,2016-12-01,2021-09-08,2016.0,2021.0,1742.0,True,False,True,False,False,,>70% built,100.0,0.0
612699331,Liwan2,Wadi Al Safa 2,Liwan,Pending,Standard,22.0,24,1,0,0,25,2024-05-01,2025-12-31,2024.0,2025.0,609.0,False,True,False,True,True,7.1,<30% built,8.0,14.0
27987049,Pearl Jumeira,Jumeirah First,BG Hotel Residential,Finished,Standard,100.0,65,3,0,0,68,2014-07-27,2017-08-30,2014.0,2017.0,1130.0,True,False,True,False,False,,>70% built,100.0,0.0
1312,Dubai Marina,Marsa Dubai,Emaar Properties,Finished,Standard,100.0,170,1,0,0,171,2012-02-14,2011-10-06,2012.0,2011.0,,True,False,True,False,False,,>70% built,100.0,0.0
382570142,Dubai Investment Park First,Dubai Investment Park First,Dubai Investments Park Development,Active,Standard,49.0,0,0,67,0,67,2021-04-06,2022-08-06,2021.0,2022.0,487.0,False,True,False,True,False,47.9,30-70% built,100.0,-51.0
443333899,The Greens,Al Thanyah Third,Emaar Properties,Active,Standard,70.0,281,1,0,0,282,2023-03-26,2026-12-31,2023.0,2026.0,1376.0,False,True,False,False,False,,30-70% built,48.0,22.0
683735233,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,26.0,102,1,0,0,103,2024-10-15,2026-04-13,2024.0,2026.0,545.0,False,True,False,True,True,3.7,<30% built,8.0,18.0
402,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,0,0,25,0,25,2008-06-24,2011-04-04,2008.0,2011.0,1014.0,True,False,True,False,False,,>70% built,100.0,0.0
732360964,Living Legends,Wadi Al Safa 3,Dubailand,Not Started,Standard,0.0,0,0,0,251,251,2025-04-28,2029-02-28,2025.0,2029.0,1402.0,False,True,False,False,False,,<30% built,0.0,0.0
245193087,City Walk,Al Wasl,Meraas,Finished,Standard,100.0,184,1,0,0,185,2019-06-20,2022-06-13,2019.0,2022.0,1089.0,True,False,True,False,False,,>70% built,100.0,0.0
683762319,Jumeirah Village Triangle,Al Barsha South Fifth,Jumeirah Village,Pending,Standard,0.0,187,1,0,0,188,2025-06-01,2028-07-01,2025.0,2028.0,1126.0,False,True,False,False,False,,<30% built,0.0,0.0
706475836,International Media Production Zone,Me'Aisem First,DHAM (Dubai Holding Asset Management),Not Started,Standard,0.0,145,1,0,0,146,2025-07-01,2027-12-01,2025.0,2027.0,883.0,False,True,False,False,False,,<30% built,0.0,0.0
87519775,Dubai Harbour,Marsa Dubai,Emaar Development,Active,Standard,10.0,674,3,0,0,677,2023-09-12,2028-03-31,2023.0,2028.0,1662.0,False,True,False,False,False,,<30% built,48.0,-38.0
42413483,Arabian Ranches II - Reem Community,Wadi Al Safa 7,Emaar Properties,Finished,Standard,100.0,0,0,216,44,260,2017-04-01,2020-01-13,2017.0,2020.0,1017.0,True,False,True,False,False,,>70% built,100.0,0.0
652256255,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Not Started,Standard,0.0,260,1,0,0,261,2024-11-30,2028-11-30,2024.0,2028.0,1461.0,False,True,False,False,False,,<30% built,8.0,-8.0
651962625,Silicon Oasis,Nadd Hessa,Dubai Integrated Economic Zones,Active,Standard,2.0,483,1,0,0,484,2024-12-01,2027-11-30,2024.0,2027.0,1094.0,False,True,False,False,False,,<30% built,8.0,-6.0
12765916,,Al Goze Fourth,Al Khail Heights,Finished,Standard,100.0,1821,13,58,9,1901,2013-11-15,2017-01-21,2013.0,2017.0,1163.0,True,False,True,False,False,,>70% built,100.0,0.0
438,Jumeirah Lakes Towers,Al Thanyah Fifth,DMCC (Dubai Multi Commodities Centre),Finished,Standard,100.0,573,1,0,0,574,2006-05-20,2008-05-13,2006.0,2008.0,724.0,True,False,True,False,False,,>70% built,100.0,0.0
488289959,Dubai World Central,Madinat Al Mataar,Emaar Dubai South DWC,Active,Standard,46.0,0,0,0,308,308,2023-07-23,2026-12-31,2023.0,2026.0,1257.0,False,True,False,False,False,,30-70% built,48.0,-2.0
10805705,Dubai Marina,Marsa Dubai,Dubai Marina (Phase 1),Finished,Standard,100.0,223,1,0,0,224,2013-10-31,2017-05-22,2013.0,2017.0,1299.0,True,False,True,False,False,,>70% built,100.0,0.0
516,Business Bay,Business Bay,Meraas,Finished,Standard,100.0,305,5,0,0,310,2006-10-01,2011-01-20,2006.0,2011.0,1572.0,True,False,True,False,False,,>70% built,100.0,0.0
484273593,Palm Jabal Ali,Palm Jabal Ali,Nakheel,Not Started,Standard,0.0,0,0,0,67,67,2023-12-02,,2023.0,,,False,True,False,False,False,,<30% built,48.0,-48.0
97549684,Al Furjan,Jabal Ali First,Al Furjan,Finished,Standard,100.0,250,1,0,0,251,2017-07-01,2023-08-08,2017.0,2023.0,2229.0,True,False,True,False,False,,>70% built,100.0,0.0
660374493,Dubai Investment Park First,Dubai Investment Park First,Dubai Investments Park Development,Pending,Standard,0.0,0,0,773,0,773,2024-09-01,2027-09-30,2024.0,2027.0,1124.0,False,True,False,False,False,,<30% built,8.0,-8.0
796384123,Palm Deira,Palm Deira,Palm Deira,Pending,Standard,0.0,63,1,0,0,64,2025-12-10,2027-12-10,2025.0,2027.0,730.0,False,True,False,False,False,,<30% built,0.0,0.0
760254874,Arjan,Al Barshaa South Third,Liwan,Not Started,Standard,0.0,74,1,0,0,75,2025-06-01,2027-08-30,2025.0,2027.0,820.0,False,True,False,False,False,,<30% built,0.0,0.0
813,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Finished,Standard,100.0,181,1,0,0,182,2007-10-24,2015-06-21,2007.0,2015.0,2797.0,True,False,True,False,False,,>70% built,100.0,0.0
704245232,International City Phase 3,Warsan Fourth,International City,Active,Standard,2.0,96,1,0,0,97,2025-02-01,2027-01-31,2025.0,2027.0,729.0,False,True,False,False,False,,<30% built,0.0,2.0
46619958,,Wadi Al Safa 5,Dubai Properties,Finished,Standard,100.0,0,1,0,254,255,2017-04-30,2021-07-30,2017.0,2021.0,1552.0,True,False,True,False,False,,>70% built,100.0,0.0
432429513,Living Legends,Wadi Al Safa 3,Tanmiyat Global Real Estate Development,Finished,Standard,100.0,0,0,48,0,48,2021-12-01,2023-07-21,2021.0,2023.0,597.0,True,False,True,False,False,,>70% built,100.0,0.0
605547358,Dubai World Central,Madinat Al Mataar,Expo City Real Estate Development,Pending,Standard,3.0,0,0,0,0,0,2024-08-15,,2024.0,,,False,True,False,False,False,,<30% built,8.0,-5.0
14211987,Rukan,Wadi Al Safa 7,Dubailand,Finished,Standard,100.0,621,3,0,0,624,2014-12-31,2023-01-18,2014.0,2023.0,2940.0,True,False,True,False,False,,>70% built,100.0,0.0
644771851,Dubai Science Park,Al Barshaa South Second,DHAM (Dubai Holding Asset Management),Active,Standard,4.0,859,2,0,0,861,2024-09-15,2027-03-31,2024.0,2027.0,927.0,False,True,False,False,False,,<30% built,8.0,-4.0
102,Jumeirah Islands,Al Thanyah Fifth,DMCC (Dubai Multi Commodities Centre),Finished,Standard,100.0,554,1,2,0,557,2006-11-01,2018-11-01,2006.0,2018.0,4383.0,True,False,True,False,False,,>70% built,100.0,0.0
413,DownTown Dubai,Burj Khalifa,Emaar Properties,Finished,Standard,100.0,356,1,0,0,357,2010-03-15,2013-05-21,2010.0,2013.0,1163.0,True,False,True,False,False,,>70% built,100.0,0.0
256512783,SOBHA HARTLAND,Al Merkadh,Sobha,Finished,Standard,100.0,415,1,0,0,416,2019-08-15,2023-04-15,2019.0,2023.0,1339.0,True,False,True,False,False,,>70% built,100.0,0.0
441574539,Dubai Science Park,Al Barshaa South Second,TECOM Investments,Finished,Standard,100.0,575,2,0,0,577,2023-01-01,2025-04-24,2023.0,2025.0,844.0,True,False,True,False,False,,>70% built,48.0,52.0
673,Dubai Marina,Marsa Dubai,Emaar Properties,Finished,Standard,100.0,0,2,0,0,2,2008-01-22,2021-07-28,2008.0,2021.0,4936.0,True,False,True,False,False,,>70% built,100.0,0.0
521174735,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,17.0,692,2,0,0,694,2023-12-01,,2023.0,,,False,True,False,False,False,,<30% built,48.0,-31.0
757891393,Wasl Gate,Jabal Ali First,JAG Development,Not Started,Standard,0.0,379,1,0,0,380,2025-05-01,2027-12-31,2025.0,2027.0,974.0,False,True,False,False,False,,<30% built,0.0,0.0
579376985,Liwan1,Wadi Al Safa 2,Liwan,Finished,Standard,100.0,90,1,0,0,91,2023-09-14,,2023.0,,,True,False,True,False,False,,>70% built,48.0,52.0
451187178,Dubai Water Canal,Al Wasl,Meraas,Active,Standard,44.0,42,1,0,0,43,2022-12-23,2025-05-30,2022.0,2025.0,889.0,False,True,False,True,False,14.2,30-70% built,100.0,-56.0
734319486,Majan,Wadi Al Safa 3,Liwan,Pending,Standard,88.0,213,1,0,0,214,2023-07-01,2025-09-30,2023.0,2025.0,822.0,False,True,False,True,False,10.1,>70% built,48.0,40.0
644007193,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Active,Standard,10.0,126,1,0,0,127,2024-11-01,2026-12-30,2024.0,2026.0,789.0,False,True,False,False,False,,<30% built,8.0,2.0
721860155,Jumeirah Garden City,Al Satwa,Meraas,Pending,Standard,7.0,41,1,0,0,42,2024-11-28,2026-06-27,2024.0,2026.0,576.0,False,True,False,True,True,1.2,<30% built,8.0,-1.0
519872094,Palm Deira,Palm Deira,Nakheel,Active,Standard,19.0,292,5,0,10,307,2024-01-01,2026-10-15,2024.0,2026.0,1018.0,False,True,False,False,False,,<30% built,8.0,11.0
535309304,Dubai Water Canal,Jumeirah Second,Meraas,Active,Standard,12.0,13,2,0,0,15,2024-01-20,2025-12-25,2024.0,2025.0,705.0,False,True,False,True,True,7.3,<30% built,8.0,4.0
10590210,DAMAC HILLS,Al Hebiah Third,DAMAC Crescent Properties,Finished,Standard,100.0,0,0,0,67,67,2013-12-01,2019-03-25,2013.0,2019.0,1940.0,True,False,True,False,False,,>70% built,100.0,0.0
11539037,DAMAC HILLS,Al Hebiah Third,DAMAC Crescent Properties,Finished,Standard,100.0,0,0,0,57,57,2014-06-01,2019-03-25,2014.0,2019.0,1758.0,True,False,True,False,False,,>70% built,100.0,0.0
710700434,Jumeirah Garden City,Al Satwa,Meraas,Not Started,Standard,0.0,129,1,0,0,130,2025-04-15,2027-04-14,2025.0,2027.0,729.0,False,True,False,False,False,,<30% built,0.0,0.0
678761680,Dubai World Central,Madinat Al Mataar,DWTC Emaar,Active,Standard,1.0,1004,4,0,0,1008,2025-04-10,2029-03-31,2025.0,2029.0,1451.0,False,True,False,False,False,,<30% built,0.0,1.0
638225365,Dubai Hills Estate,Hadaeq Sheikh Mohammed Bin Rashid,Dubai Hills Estate,Active,Standard,7.0,473,3,0,0,476,2024-09-10,2028-12-31,2024.0,2028.0,1573.0,False,True,False,False,False,,<30% built,8.0,-1.0
740443258,Jumeirah Garden City,Al Satwa,Meraas,Active,Standard,81.0,71,1,0,0,72,2023-10-20,2025-09-30,2023.0,2025.0,711.0,False,True,False,True,False,10.1,>70% built,48.0,33.0
812813681,Palm Deira,Palm Deira,Palm Deira,Pending,Standard,9.0,53,1,0,0,54,2025-04-15,2026-07-14,2025.0,2026.0,455.0,False,True,False,True,True,0.7,<30% built,0.0,9.0
751110274,Jaddaf Waterfront,Al Jadaf,DHAM (Dubai Holding Asset Management),Not Started,Standard,0.0,234,1,0,0,235,2025-04-15,2026-06-15,2025.0,2026.0,426.0,False,True,False,True,True,1.6,<30% built,0.0,0.0
571347709,Palm Deira,Palm Deira,Nakheel,Not Started,Standard,0.0,0,0,0,614,614,2024-07-26,2027-05-02,2024.0,2027.0,1010.0,False,True,False,False,False,,<30% built,8.0,-8.0
248318643,Arjan,Al Barshaa South Third,Liwan,Finished,Standard,100.0,202,1,0,0,203,2019-06-15,2022-06-09,2019.0,2022.0,1090.0,True,False,True,False,False,,>70% built,100.0,0.0
29106939,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,0,0,16,0,16,2014-07-17,2018-02-28,2014.0,2018.0,1322.0,True,False,True,False,False,,>70% built,100.0,0.0
707776107,,Al Yelayiss 1,DAMAC Elite Investment,Not Started,Standard,0.0,0,0,0,387,387,2025-04-21,2028-12-31,2025.0,2028.0,1350.0,False,True,False,False,False,,<30% built,0.0,0.0
764691887,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Not Started,Standard,0.0,167,1,0,0,168,2025-05-31,2027-11-30,2025.0,2027.0,913.0,False,True,False,False,False,,<30% built,0.0,0.0
612790690,DAMAC HILLS 2,Madinat Hind 4,Front Line Investment Management,Not Started,Standard,0.0,130,2,0,0,132,2024-07-03,,2024.0,,,False,True,False,False,False,,<30% built,8.0,-8.0
607599671,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,28.0,513,2,0,0,515,2024-06-01,2026-06-01,2024.0,2026.0,730.0,False,True,False,True,True,2.1,<30% built,8.0,20.0
502813887,,Business Bay,Business Bay,Active,Standard,52.0,1619,2,0,0,1621,2022-10-01,2026-12-31,2022.0,2026.0,1552.0,False,True,False,False,False,,30-70% built,100.0,-48.0
359403589,,Wadi Al Safa 5,Emaar Development,Finished,Standard,100.0,0,0,0,246,246,2021-11-06,2025-01-19,2021.0,2025.0,1170.0,True,False,True,False,False,,>70% built,100.0,0.0
634087325,Dubai Science Park,Al Barshaa South Second,DHAM (Dubai Holding Asset Management),Not Started,Standard,0.0,210,1,0,0,211,2024-11-30,2027-11-30,2024.0,2027.0,1095.0,False,True,False,False,False,,<30% built,8.0,-8.0
27388864,Dubai Creek Harbour,Al Khairan First,The Lagoons (Phase 1),Finished,Standard,100.0,784,3,0,0,787,2016-06-01,2020-11-05,2016.0,2020.0,1618.0,True,False,True,False,False,,>70% built,100.0,0.0
87496437,Arjan,Al Barshaa South Third,Liwan,Finished,Standard,100.0,132,1,0,0,133,2022-10-22,2024-05-15,2022.0,2024.0,571.0,True,False,True,False,False,,>70% built,100.0,0.0
13478549,Meydan One Community,Al Merkadh,Sobha,Finished,Mixed-use,100.0,0,0,0,59,59,2014-03-01,2020-06-30,2014.0,2020.0,2313.0,True,False,True,False,False,,>70% built,100.0,0.0
390769805,Al Furjan,Jabal Ali First,Al Furjan,Finished,Standard,100.0,0,0,0,247,247,2022-05-19,2024-12-31,2022.0,2024.0,957.0,True,False,True,False,False,,>70% built,100.0,0.0
741163685,,Dubai Investment Park Second,DAMAC Meree Investment,Not Started,Standard,0.0,656,5,0,0,661,2025-08-11,2029-03-31,2025.0,2029.0,1328.0,False,True,False,False,False,,<30% built,0.0,0.0
591194048,Palm Deira,Palm Deira,Nakheel,Not Started,Standard,0.0,116,1,0,0,117,2024-10-02,2026-10-02,2024.0,2026.0,730.0,False,True,False,False,False,,<30% built,8.0,-8.0
733594308,Meydan One Community,Al Merkadh,Meydan Group,Pending,Standard,57.0,112,1,0,0,113,2025-03-13,2027-03-13,2025.0,2027.0,730.0,False,True,False,False,False,,30-70% built,0.0,57.0
706132555,Arjan,Al Barshaa South Third,Liwan,Active,Standard,2.0,222,1,0,0,223,2025-02-15,2027-08-14,2025.0,2027.0,910.0,False,True,False,False,False,,<30% built,0.0,2.0
589203514,City Walk,Al Wasl,Meraas,Active,Standard,5.0,192,2,0,0,194,2024-08-10,,2024.0,,,False,True,False,False,False,,<30% built,8.0,-3.0
178,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,345,2,0,0,347,2008-11-15,2011-12-27,2008.0,2011.0,1137.0,True,False,True,False,False,,>70% built,100.0,0.0
684318752,Jumeirah Islands,Al Thanyah Fifth,Nakheel,Not Started,Standard,0.0,423,1,0,0,424,2025-01-02,2028-12-31,2025.0,2028.0,1459.0,False,True,False,False,False,,<30% built,0.0,0.0
140634600,International City Phase 3,Warsan Fourth,International City,Finished,Standard,100.0,89,1,0,0,90,2017-06-01,2019-03-01,2017.0,2019.0,638.0,True,False,True,False,False,,>70% built,100.0,0.0
329,Dubai Sports City,Al Hebiah Fourth,Dubai Sports City,Finished,Standard,100.0,128,2,0,0,130,2008-11-01,2014-06-15,2008.0,2014.0,2052.0,True,False,True,False,False,,>70% built,100.0,0.0
742892515,Liwan1,Wadi Al Safa 2,Liwan,Pending,Standard,0.0,99,1,0,0,100,2025-06-01,2027-07-01,2025.0,2027.0,760.0,False,True,False,False,False,,<30% built,0.0,0.0
148997676,Meydan One Community,Al Merkadh,Meydan Group,Finished,Standard,100.0,207,1,0,0,208,2017-12-15,2023-10-16,2017.0,2023.0,2131.0,True,False,True,False,False,,>70% built,100.0,0.0
57,Business Bay,Business Bay,Business Bay,Finished,Standard,100.0,177,1,0,0,178,2008-07-01,2014-02-26,2008.0,2014.0,2066.0,True,False,True,False,False,,>70% built,100.0,0.0
103155888,DUBAI HILLS - SIDRA 3,Hadaeq Sheikh Mohammed Bin Rashid,Dubai Hills Estate,Finished,Standard,100.0,0,0,1,338,339,2017-10-22,2020-06-30,2017.0,2020.0,982.0,True,False,True,False,False,,>70% built,100.0,0.0
533693469,Dubai Maritime City,Madinat Dubai Almelaheyah,Dubai Maritime City,Active,Standard,13.0,538,1,0,0,539,2024-03-01,,2024.0,,,False,True,False,False,False,,<30% built,8.0,5.0
578527010,Springs - 1,Al Thanayah Fourth,Emaar Properties,Finished,Standard,100.0,0,0,408,98,506,2001-01-01,2004-10-01,2001.0,2004.0,1369.0,True,False,True,False,False,,>70% built,100.0,0.0
509,International City Phase 1,Al Warsan First,Nakheel,Finished,Standard,100.0,154,1,0,0,155,2008-11-08,2008-08-25,2008.0,2008.0,,True,False,True,False,False,,>70% built,100.0,0.0
745471910,,Trade Center First,Dar Global Luxury Real Estate Development,Not Started,Standard,0.0,574,1,0,0,575,2026-01-15,2031-12-31,2026.0,2031.0,2176.0,False,True,False,False,False,,<30% built,0.0,0.0
11312716,Dubai Hills Estate,Hadaeq Sheikh Mohammed Bin Rashid,Dubai Hills Estate,Finished,Standard,100.0,0,0,0,38,38,2014-06-01,2019-08-31,2014.0,2019.0,1917.0,True,False,True,False,False,,>70% built,100.0,0.0
601892208,Discovery Gardens,Jabal Ali First,Nakheel,Active,Standard,21.0,220,1,0,0,221,2024-05-01,,2024.0,,,False,True,False,False,False,,<30% built,8.0,13.0
384816559,TILAL AL GHAF,Al Hebiah Fourth,Majid Al Futtaim Communities,Active,Standard,61.0,0,0,0,409,409,2022-03-31,2026-07-20,2022.0,2026.0,1572.0,False,True,False,True,False,0.5,30-70% built,100.0,-39.0
9859588,Al Furjan,Jabal Ali First,Nakheel,Finished,Standard,100.0,99,2,0,0,101,2011-11-08,2014-09-24,2011.0,2014.0,1051.0,True,False,True,False,False,,>70% built,100.0,0.0
519481732,Mohammed Bin Rashid AL Maktoum District 11,Wadi Al Safa 3,Meydan Group,Active,Standard,2.0,0,0,17,0,17,2023-06-21,2026-06-30,2023.0,2026.0,1105.0,False,True,False,True,True,1.1,<30% built,48.0,-46.0
588975135,Majan,Wadi Al Safa 3,Liwan,Active,Standard,32.0,199,1,0,0,200,2023-08-01,2027-12-20,2023.0,2027.0,1602.0,False,True,False,False,False,,30-70% built,48.0,-16.0
387707825,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,171,1,0,0,172,2021-04-01,2022-04-30,2021.0,2022.0,394.0,True,False,True,False,False,,>70% built,100.0,0.0
731725825,Palm Deira,Palm Deira,Nakheel,Active,Standard,4.0,63,1,0,0,64,2025-03-20,2027-03-20,2025.0,2027.0,730.0,False,True,False,False,False,,<30% built,0.0,4.0
631549152,DownTown Dubai,Burj Khalifa,Emaar Properties,Pending,Standard,0.0,33,1,0,0,34,2024-04-02,2025-12-31,2024.0,2025.0,638.0,False,True,False,True,True,7.1,<30% built,8.0,-8.0
448659748,Majan,Wadi Al Safa 3,Liwan,Finished,Standard,100.0,46,1,0,0,47,2017-01-02,2023-03-31,2017.0,2023.0,2279.0,True,False,True,False,False,,>70% built,100.0,0.0
450,Dubai Sports City,Al Hebiah Fourth,Dubai Sports City,Finished,Standard,100.0,0,0,1,959,960,2013-03-20,2013-11-05,2013.0,2013.0,230.0,True,False,True,False,False,,>70% built,100.0,0.0
33415848,Jumeriah Beach Residence  - JBR,Marsa Dubai,Al Aseel Investments,Finished,Standard,100.0,910,3,0,0,913,2016-09-07,2021-03-28,2016.0,2021.0,1663.0,True,False,True,False,False,,>70% built,100.0,0.0
378,Jumeirah Golf Estates,Me'Aisem First,Jumeirah Golf Estates,Finished,Standard,100.0,0,0,0,96,96,2008-03-08,2018-03-31,2008.0,2018.0,3675.0,True,False,True,False,False,,>70% built,100.0,0.0
596867144,Dubai Marina,Marsa Dubai,Emaar Properties,Active,Standard,21.0,251,1,0,0,252,2024-10-31,,2024.0,,,False,True,False,False,False,,<30% built,8.0,13.0
31017064,Al Furjan,Jabal Ali First,Al Furjan,Finished,Standard,100.0,224,1,0,0,225,2016-05-15,2018-03-21,2016.0,2018.0,675.0,True,False,True,False,False,,>70% built,100.0,0.0
569550265,Dubai Sports City,Al Hebiah Fourth,Dubai Sports City,Pending,Standard,0.0,213,1,0,0,214,2024-05-01,,2024.0,,,False,True,False,False,False,,<30% built,8.0,-8.0
12626290,Al Furjan,Jabal Ali First,Al Furjan,Finished,Standard,100.0,192,2,0,0,194,2014-06-02,2017-02-22,2014.0,2017.0,996.0,True,False,True,False,False,,>70% built,100.0,0.0
33227399,International City Phase 1,Al Warsan First,International City,Finished,Standard,100.0,141,1,0,0,142,2015-02-01,2022-10-03,2015.0,2022.0,2801.0,True,False,True,False,False,,>70% built,100.0,0.0
1072,Dubai Land Residence Complex,Wadi Al Safa 5,Dubailand Residences,Finished,Standard,100.0,136,1,0,0,137,2007-12-12,2012-03-07,2007.0,2012.0,1547.0,True,False,True,False,False,,>70% built,100.0,0.0
662990398,Dubai World Central,Madinat Al Mataar,Emaar Dubai South DWC,Active,Standard,1.0,0,0,140,34,174,2025-01-30,2029-03-31,2025.0,2029.0,1521.0,False,True,False,False,False,,<30% built,0.0,1.0
475241731,Jumeirah Lakes Towers,Al Thanyah Fifth,DMCC (Dubai Multi Commodities Centre),Active,Standard,20.0,564,1,0,0,565,2023-07-01,2026-06-30,2023.0,2026.0,1095.0,False,True,False,True,True,1.1,<30% built,48.0,-28.0
895,Liwan1,Wadi Al Safa 2,Remraam,Finished,Standard,100.0,63,1,0,0,64,2008-03-09,2014-01-19,2008.0,2014.0,2142.0,True,False,True,False,False,,>70% built,100.0,0.0
796688905,Al Furjan,Jabal Ali First,Al Furjan,Not Started,Standard,0.0,80,1,0,0,81,2025-08-01,2027-03-31,2025.0,2027.0,607.0,False,True,False,False,False,,<30% built,0.0,0.0
277871654,DAMAC HILLS 2,Madinat Hind 4,Front Line Investment Management,Finished,Standard,100.0,218,0,0,0,218,2019-10-01,2023-06-30,2019.0,2023.0,1368.0,True,False,True,False,False,,>70% built,100.0,0.0
743836294,Dubai South Residential District,Madinat Al Mataar,Dubai Aviation City Corporation,Not Started,Standard,0.0,56,1,0,0,57,2025-04-01,2027-03-31,2025.0,2027.0,729.0,False,True,False,False,False,,<30% built,0.0,0.0
441158101,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Finished,Standard,100.0,0,0,13,0,13,2022-09-20,2024-01-10,2022.0,2024.0,477.0,True,False,True,False,False,,>70% built,100.0,0.0
753943567,Jumeirah Village Triangle,Al Barsha South Fifth,Jumeirah Village,Not Started,Standard,0.0,596,1,0,0,597,2025-07-01,2028-12-31,2025.0,2028.0,1279.0,False,True,False,False,False,,<30% built,0.0,0.0
33437970,,Al Yelayiss 1,Al Aryam (Phase 1),Finished,Standard,100.0,0,0,330,86,416,2013-12-01,2016-08-31,2013.0,2016.0,1004.0,True,False,True,False,False,,>70% built,100.0,0.0
785999671,Dubai Science Park,Al Barshaa South Second,DHAM (Dubai Holding Asset Management),Active,Standard,7.0,134,1,0,0,135,2024-12-27,2026-09-26,2024.0,2026.0,638.0,False,True,False,False,False,,<30% built,8.0,-1.0
552270820,Dubai Water Canal,Jumeirah Second,Meydan Group,Active,Standard,87.0,100,1,0,0,101,2022-12-28,2025-06-30,2022.0,2025.0,915.0,False,True,False,True,False,13.1,>70% built,100.0,-13.0
575808375,Jumeirah Village Circle,Al Barsha South Fourth,Jumeirah Village,Active,Standard,16.0,175,1,0,0,176,2024-04-05,,2024.0,,,False,True,False,False,False,,<30% built,8.0,8.0
606552666,Dubai Science Park,Al Barshaa South Second,DHAM (Dubai Holding Asset Management),Active,Standard,25.0,1687,2,0,0,1689,2024-04-01,,2024.0,,,False,True,False,False,False,,<30% built,8.0,17.0
1438,Jumeirah Village Circle,Al Barsha South Fourth,Nakheel,Finished,Standard,100.0,179,2,0,0,181,2008-07-16,2011-01-15,2008.0,2011.0,913.0,True,False,True,False,False,,>70% built,100.0,0.0
693985840,TOWN SQUARE,Al Yelayiss 2,Nshama,Not Started,Standard,0.0,148,1,0,0,149,2025-07-14,2027-11-30,2025.0,2027.0,869.0,False,True,False,False,False,,<30% built,0.0,0.0
872,Silicon Oasis,Nadd Hessa,Dubai Integrated Economic Zones,Finished,Standard,100.0,119,1,0,0,120,2008-05-07,2012-12-31,2008.0,2012.0,1699.0,True,False,True,False,False,,>70% built,100.0,0.0
376764120,Meydan One Community,Al Merkadh,Meydan Group,Finished,Standard,100.0,418,1,0,0,419,2020-11-23,2024-01-18,2020.0,2024.0,1151.0,True,False,True,False,False,,>70% built,100.0,0.0
556786773,DUBAI HILLS,Hadaeq Sheikh Mohammed Bin Rashid,Dubai Hills Estate,Active,Standard,50.0,0,0,0,86,86,2024-05-03,,2024.0,,,False,True,False,False,False,,30-70% built,8.0,42.0
220522422,Meydan One Community,Al Merkadh,Meydan Group,Finished,Standard,100.0,176,1,0,0,177,2018-12-12,2023-06-30,2018.0,2023.0,1661.0,True,False,True,False,False,,>70% built,100.0,0.0
676147267,Meydan Racecourse Community,Nad Al Shiba First,Meydan Group,Not Started,Standard,0.0,82,1,0,0,83,2025-08-01,2027-11-01,2025.0,2027.0,822.0,False,True,False,False,False,,<30% built,0.0,0.0
